time_s,r1_x_km,r1_y_km,r1_z_km,r2_x_km,r2_y_km,r2_z_km,distance_km
2690.0,-5880.49676639414,-3576.7936775127755,-1312.0620158283982,-5294.375740686941,-4588.579905208437,111.12097550149743,1841.9280806104741
2695.0,-5872.704718889295,-3599.951768380802,-1283.3602258574408,-5278.677880740226,-4605.824098733236,140.73425224200838,1841.9261961227865
2700.0,-5864.74255166025,-3623.0055763283826,-1254.6212596787552,-5262.827120601756,-4622.934881695196,170.34345252741255,1841.9243287688278
2705.0,-5856.610495988221,-3645.954433927686,-1225.8459499345533,-5246.823919543913,-4639.911758597413,199.94771871348138,1841.922478725175
2710.0,-5848.30878805963,-3668.7976767870964,-1197.0351303106165,-5230.668741240566,-4656.754237810928,229.5461933000273,1841.9206461678496
2715.0,-5839.837668959226,-3691.534643570244,-1168.1896355123374,-5214.36205375373,-4673.46183158883,259.1380189555298,1841.9188312723024
2720.0,-5831.1973846631045,-3714.1646760149442,-1139.3103012407473,-5197.904329520125,-4690.034056080251,288.7223385417498,1841.9170342134146
2725.0,-5822.388186031576,-3736.687118952072,-1110.3979641684903,-5181.296045337599,-4706.470431344232,318.2982951383192,1841.9152551654392
2730.0,-5813.410328801896,-3759.1013203243133,-1081.4534619158062,-5164.537682351436,-4722.7704813634955,347.86503206734534,1841.9134943020122
2735.0,-5804.264073580861,-3781.406631204858,-1052.4776330264558,-5147.629726040526,-4738.933734058108,377.4216929180063,1841.9117517961295
2740.0,-5794.949685837252,-3803.6024058159887,-1023.4713169436342,-5130.572666203431,-4754.959721299017,406.9674215711295,1841.9100278201158
2745.0,-5785.467435894163,-3825.6880015475754,-994.4353539858625,-5113.366996944324,-4770.847978921475,436.50136222374874,1841.9083225455993
2750.0,-5775.8175989211795,-3847.6627789754957,-965.3705853228515,-5096.013216658777,-4786.598046738383,466.02265941371104,1841.906636143536
2755.0,-5766.000454926413,-3869.526101879947,-936.2778529513336,-5078.511828019482,-4802.209468553473,495.5304580441903,1841.9049687841377
2760.0,-5756.016288748414,-3891.2773372636825,-907.1579996708879,-5060.863337961805,-4817.681792174415,525.0239034082517,1841.9033206368804
2765.0,-5745.865390047932,-3912.915855370146,-878.0118690597274,-5043.0682576692325,-4833.014569425793,554.5021412133865,1841.9016918704801
2770.0,-5735.548053299557,-3934.44102970151,-848.840305450482,-5025.127102558708,-4848.207356161968,583.9643176060246,1841.9000826528754
2775.0,-5725.064577783208,-3955.85223703665,-819.6441539059266,-5007.040392265828,-4863.259712279848,613.4095791960732,1841.898493151213
2780.0,-5714.415267575493,-3977.14885744897,-790.4242601947498,-4988.808650629946,-4878.171201731495,642.8370730813668,1841.8969235318166
2785.0,-5703.600431540932,-3998.3302743241907,-761.181470767234,-4970.432405679134,-4892.94139253667,672.2459468721835,1841.8953739601707
2790.0,-5692.620383323046,-4019.395874378015,-731.916632730962,-4951.9121896150245,-4907.569856795235,701.6353487157122,1841.8938446009176
2795.0,-5681.47544133531,-4040.345047673702,-702.630593826495,-4933.248538797558,-4922.056170699441,731.0044273204934,1841.8923356178223
2800.0,-5670.1659287519715,-4061.1771876395496,-673.3242024030214,-4914.441993729587,-4936.3999145461075,760.3523319808628,1841.8908471737552
2805.0,-5658.692173498723,-4081.891691086273,-643.9983073940075,-4895.493099041375,-4950.600672748678,789.6782126013768,1841.8893794306869
2810.0,-5647.05450824326,-4102.487958224307,-614.6537582928079,-4876.4024034749755,-4964.658033849162,818.9812197212079,1841.8879325496446
2815.0,-5635.253270385692,-4122.965392680974,-585.2914051282958,-4857.170459868494,-4978.571590529969,848.260504538542,1841.8865066907335
2820.0,-5623.288802048817,-4143.323401517616,-555.9120984404273,-4837.797825140235,-4992.340939625606,877.5152189349363,1841.885102013066
2825.0,-5611.161450068275,-4163.561395246551,-526.516689255856,-4818.2850602727285,-5005.965682134271,906.7445154996742,1841.8837186747983
2830.0,-5598.871565982549,-4183.678787847996,-497.10602906347236,-4798.632730296658,-5019.445423229329,935.947547554086,1841.8823568330633
2835.0,-5586.419506022857,-4203.674996786866,-467.6809697899735,-4778.841404274645,-5032.779772270664,965.1234691758661,1841.8810166439896
2840.0,-5573.805631102884,-4223.549443029467,-438.2423637753963,-4758.911655284936,-5045.968342815911,994.2714352233596,1841.8796982626673
2845.0,-5561.030306808404,-4243.3015510601,-408.7910637486509,-4738.844060404989,-5059.01075263158,1023.3906013598186,1841.8784018431254
2850.0,-5548.09390338676,-4262.930748897567,-379.3279228030475,-4718.63920069492,-5071.906623704048,1052.480124077647,1841.877127538324
2855.0,-5534.996795736206,-4282.4364681115785,-349.85379437178125,-4698.297661180838,-5084.655582250441,1081.5391607226409,1841.8758755001338
2860.0,-5521.739363395128,-4301.818143839036,-320.36953220346413,-4677.820030838099,-5097.257258729384,1110.5668695181485,1841.8746458793114
2865.0,-5508.321990531136,-4321.075214800242,-290.8759903376013,-4657.2069025744095,-5109.711287851648,1139.5624095892645,1841.8734388254968
2870.0,-5494.745065930006,-4340.207123315007,-261.37402308006756,-4636.458873212845,-5122.017308590666,1168.5249409869725,1841.8722544871764
2875.0,-5481.00898298451,-4359.213315318617,-231.86448497860187,-4615.576543474738,-5134.174964192922,1197.4536247122571,1841.8710930116872
2880.0,-5467.114139683105,-4378.093240377763,-202.34823079825065,-4594.560517962467,-5146.183902188235,1226.3476227402084,1841.8699545451727
2885.0,-5453.060938598503,-4396.846351706299,-172.8261154968617,-4573.411405142132,-5158.043774399913,1255.206098044083,1841.8688392326042
2890.0,-5438.849786876094,-4415.4721061809505,-143.29899420051336,-4552.129817326129,-5169.754236954779,1284.02821461933,1841.86774721771
2895.0,-5424.481096222249,-4433.96996435688,-113.76772217898672,-4530.7163706555875,-5181.314950293089,1312.8131375076243,1841.86667864301
2900.0,-5409.95528289251,-4452.339390483175,-84.2331548212125,-4509.171685082735,-5192.72557917832,1341.560032820829,1841.8656336497784
2905.0,-5395.272767679605,-4470.579852518222,-54.69614761070214,-4487.496384353125,-5203.985792706827,1370.2680677649514,1841.8646123780077
2910.0,-5380.433975901396,-4488.690822144957,-25.157556101020337,-4465.691095987777,-5215.0952643174005,1398.93641066406,1841.8636149664346
2915.0,-5365.439337388641,-4506.671774786062,4.381764108811601,-4443.756451265191,-5226.053671800681,1427.5642309841812,1841.8626415524768
2920.0,-5350.289286472668,-4524.522189618984,33.9209573988412,-4421.693085203271,-5236.86069730845,1456.1506993571468,1841.8616922722504
2925.0,-5334.984261972907,-4542.2415495909045,63.459168152760725,-4399.501636541137,-5247.516027362814,1484.694987604419,1841.8607672605401
2930.0,-5319.524707184283,-4559.829341433584,92.995540782472,-4377.182747720811,-5258.019352865252,1513.1962687608939,1841.859866650785
2935.0,-5303.911069864506,-4577.285055678087,122.5292197526354,-4354.7370648688475,-5268.370369105532,1541.6537170986328,1841.8589905750491
2940.0,-5288.143802221223,-4594.608186669418,152.0593496052327,-4332.165237777789,-5278.568775770529,1570.0665081506197,1841.858139164043
2945.0,-5272.223360899027,-4611.798232581033,181.5850749841235,-4309.467919887593,-5288.614276952891,1598.4338187344154,1841.8573125470577
2950.0,-5256.150206966379,-4628.854695429262,211.1055406595958,-4286.645768266885,-5298.506581159589,1626.7548269758313,1841.8565108519908
2955.0,-5239.924805902361,-4645.777081087603,240.61989155292312,-4263.699443594169,-5308.24540132036,1655.0287123325288,1841.855734205295
2960.0,-5223.547627583343,-4662.564899300911,270.12727276089066,-4240.629610138875,-5317.830454795987,1683.254655617614,1841.8549827320078
2965.0,-5207.019146269489,-4679.2176636994955,299.62682958036527,-4217.436935742366,-5327.2614633865,1711.4318390231683,1841.8542565556895
2970.0,-5190.3398405911685,-4695.734891813077,329.1177075328037,-4194.122091798791,-5336.538153339204,1739.5594461437406,1841.8535557984287
2975.0,-5173.510193535232,-4712.1161050846595,358.5990523887938,-4170.685753235873,-5345.660255356619,1767.6366619998284,1841.8528805808355
2980.0,-5156.5306924311535,-4728.360828884283,388.0700101925789,-4147.128598495567,-5354.627504604275,1795.6626730612895,1841.852231022007
2985.0,-5139.401828937069,-4744.4685925226595,417.5297272865655,-4123.451309514642,-5363.439640718383,1823.6366672707302,1841.8516072395307
2990.0,-5122.124099025678,-4760.438929264702,446.9773503358309,-4099.654571705155,-5372.096407813382,1851.557834066835,1841.851009349455
2995.0,-5104.698002970024,-4776.271376342941,476.4120263526213,-4075.739073934819,-5380.597554489356,1879.4253644076794,1841.85043746628
3000.0,-5087.124045329162,-4791.9654749708325,505.8329027208415,-4051.7055085072734,-5388.942833839329,1907.238450793981,1841.8498917029485
3005.0,-5069.402734933695,-4807.520770355945,535.2391272205252,-4027.5545711422687,-5397.132003456427,1934.996287292314,1841.8493721708287
3010.0,-5051.534584871181,-4822.936811713048,564.6298480523178,-4003.2869609557383,-5405.1648254409165,1962.6980695582843,1841.8488789796863
3015.0,-5033.520112471456,-4838.213152277055,594.0042138619028,-3978.9033804397877,-5413.041066407114,1990.3429948596445,1841.8484122376979
3020.0,-5015.3598392917875,-4853.349349315905,623.3613737644749,-3954.4045354425743,-5420.760497490168,2017.9302620993853,1841.8479720514067
3025.0,-4997.054291101937,-4868.344964143273,652.700477369148,-3929.7911351480966,-5428.322894352708,2045.4590718387658,1841.847558525727
3030.0,-4978.603997869104,-4883.199562131204,682.0206748033825,-3905.063892055886,-5435.728037191381,2072.9286263203117,1841.8471717639336
3035.0,-4960.009493742735,-4897.912712722627,711.3211167373803,-3880.22352196061,-5442.975710743231,2100.338129490742,1841.8468118676292
3040.0,-4941.271317039226,-4912.483989443727,740.600954408472,-3855.270743931573,-5450.065704291979,2127.686787023876,1841.8464789367508
3045.0,-4922.390010226505,-4926.91296991625,769.8593396454964,-3830.206280292132,-5456.997811674171,2154.973806343485,1841.8461730695465
3050.0,-4903.366119908491,-4941.199235869632,799.0954248931359,-3805.0308565990053,-5463.771831285163,2182.1983966460725,1841.8458943625674
3055.0,-4884.200196809437,-4955.342373153069,828.3083632362766,-3779.745201621509,-5470.387566085023,2209.359768923632,1841.845642910638
3060.0,-4864.892795758167,-4969.341971747435,857.497308424308,-3754.3500473206755,-5476.844823604275,2236.4571359863594,1841.8454188068788
3065.0,-4845.444475672174,-4983.197625777087,886.6614148954375,-3728.846128828311,-5483.143415949525,2263.4897124852746,1841.8452221426535
3070.0,-4825.855799541627,-4996.9089335215685,915.7998378009667,-3703.234184425932,-5489.283159808947,2290.4567149348363,1841.8450530075836
3075.0,-4806.127334413237,-5010.475497427181,944.9117330295563,-3677.514955523635,-5495.2638764576495,2317.3573617354828,1841.844911489521
3080.0,-4786.259651374031,-5023.8969241184395,973.9962572314638,-3651.6891866388582,-5501.085391762912,2344.190873196122,1841.8447976745497
3085.0,-4766.253325535,-5037.172824409418,1003.0525678427691,-3625.757625375072,-5506.747536189279,2370.956471556572,1841.844711646963
3090.0,-4746.108936014622,-5050.302813314964,1032.0798231095725,-3599.7210224003684,-5512.250144803538,2397.65338100994,1841.8446534892466
3095.0,-4725.827065922294,-5063.286510061806,1061.077182112171,-3573.5801314259543,-5517.593057279559,2424.280827724967,1841.8446232820907
3100.0,-4705.408302341636,-5076.1235380995295,1090.043804789204,-3547.3357091845955,-5522.776117903009,2450.8380398682834,1841.8446211043517
3105.0,-4684.853236313674,-5088.813525111453,1118.9788519618073,-3520.9885154089143,-5527.799175575924,2477.324247626649,1841.844647033051
3110.0,-4664.1624628199315,-5101.356103025357,1147.881485357688,-3494.5393128096575,-5532.662083821169,2503.738683229103,1841.8447011433725
3115.0,-4643.336580765398,-5113.750908024115,1176.7508676352224,-3467.988867053845,-5537.364700786747,2530.0805809690733,1841.844783508643
3120.0,-4622.3761929613775,-5125.997580556197,1205.5861624075103,-3441.3379467428485,-5541.90688924999,2556.3491772264247,1841.844894200315
3125.0,-4601.281906108236,-5138.095765346047,1234.3865342663983,-3414.587323390374,-5546.288516621616,2582.5437104894527,1841.845033287969
3130.0,-4580.05433077804,-5150.045111404352,1263.1511488064812,-3387.737771400371,-5550.509454949649,2608.6634213768148,1841.8452008392974
3135.0,-4558.694081397079,-5161.84527203817,1291.8791726490776,-3360.790068044859,-5554.56958092322,2634.7075526593967,1841.8453969200925
3140.0,-4537.201776228275,-5173.49590486096,1320.569773466174,-3333.7449934416513,-5558.4687758762175,2660.675349282136,1841.8456215942451
3145.0,-4515.578037353489,-5184.996671802473,1349.2221200043425,-3306.6033305320375,-5562.206925790823,2686.5660583857584,1841.84587492371
3150.0,-4493.823490655723,-5196.347239118526,1377.83538210862,-3279.3658650583307,-5565.7839213009065,2712.378929328485,1841.8461569685346
3155.0,-4471.938765801196,-5207.547277400653,1406.4087307463733,-3252.033385541387,-5569.199657695299,2738.11321370765,1841.8464677868167
3160.0,-4449.924496221334,-5218.596461585637,1434.9413380311173,-3224.606683258004,-5572.454034920906,2763.768165381267,1841.8468074347086
3165.0,-4427.781319094639,-5229.494470964913,1463.432377246302,-3197.0865522182685,-5575.546957585738,2789.343040489537,1841.8471759664146
3170.0,-4405.509875328446,-5240.240989193854,1491.8810228690975,-3169.473789142807,-5578.478334961749,2814.8370974762806,1841.8475734341505
3175.0,-4383.110809540592,-5250.835704300922,1520.2864505940834,-3141.769193439959,-5581.248080987598,2840.249597110325,1841.8479998881896
3180.0,-4360.584770040969,-5261.278308696715,1548.6478373569714,-3113.9735671828894,-5583.856114271232,2865.579802506797,1841.8484553768044
3185.0,-4337.93240881295,-5271.568499182871,1576.9643613582648,-3086.0877150865945,-5586.302358092376,2890.8269791483913,1841.8489399462771
3190.0,-4315.1543814947645,-5281.705976960859,1605.2352020868618,-3058.1124444848774,-5588.586740404855,2915.990394906516,1841.8494536408853
3195.0,-4292.251347360714,-5291.690447640632,1633.4595403436572,-3030.0485653071896,-5590.709193838812,2941.069320062438,1841.8499965029148
3200.0,-4269.223969302311,-5301.521621249175,1661.636558265095,-3001.896890055445,-5592.66965570277,2966.0630273283,1841.8505685726204
3205.0,-4246.072913809309,-5311.199212238916,1689.7654393466787,-2973.658233780733,-5594.468067985589,2990.9707918681256,1841.8511698882503
3210.0,-4222.798850950629,-5320.7229394960095,1717.8453684664585,-2945.333414059974,-5596.10437735825,3015.791891318692,1841.8518004859968
3215.0,-4199.402454355191,-5330.092526348497,1745.8755319084494,-2916.9232509724875,-5597.578535175549,3040.5256058104046,1841.852460400045
3220.0,-4175.884401192629,-5339.307700574347,1773.8551173860553,-2888.428567076494,-5598.89049747763,3065.1712179880446,1841.8531496625164
3225.0,-4152.24537215392,-5348.368194409369,1801.7833140654182,-2859.8501873855535,-5600.040224991389,3089.7280130314703,1841.8538683034794
3230.0,-4128.4860514318925,-5357.27374455498,1829.659312588737,-2831.1889393449133,-5601.027683131755,3114.1952786762517,1841.8546163509461
3235.0,-4104.607126701668,-5366.024092185881,1857.4823050975456,-2802.4456528078013,-5601.852842002829,3138.5723052342278,1841.855393830872
3240.0,-4080.609289100965,-5374.618982957581,1885.2514852559589,-2773.6211600116476,-5602.515676398891,3162.8583856139844,1841.8562007671278
3245.0,-4056.4932332103303,-5383.058167013787,1912.9660482738548,-2744.7162955542162,-5603.016165805275,3187.052815341278,1841.8570371815306
3250.0,-4032.259657033256,-5391.34139899371,1940.625190930044,-2715.7318963697207,-5603.3542943991115,3211.154892579353,1841.8579030937776
3255.0,-4007.909261976209,-5399.468438039182,1968.2281115953656,-2686.6688017047923,-5603.5300510499355,3235.1639181492415,1841.8587985215088
3260.0,-3983.442752828563,-5407.439047801696,1995.7740102557514,-2657.527853094462,-5603.543429320156,3259.079195549916,1841.8597234802526
3265.0,-3958.860837742413,-5415.252996449297,2023.262088535256,-2628.3098943380087,-5603.394427465402,3282.900030978441,1841.8606779834458
3270.0,-3934.1642282123275,-5422.910056673342,2050.6915497190257,-2599.01577147479,-5603.083048434729,3306.6257333499902,1841.8616620424166
3275.0,-3909.3536390549807,-5430.410005695147,2078.0615987762226,-2569.6463327599913,-5602.609299870691,3330.2556143178167,1841.8626756663793
3280.0,-3884.4297883886975,-5437.7526252724865,2105.3714423829106,-2540.202428640288,-5601.973194109281,3353.7889882931513,1841.8637188624484
3285.0,-3859.393397612888,-5444.9377017059805,2132.6202889448978,-2510.684911729481,-5601.1747481797365,3377.225172464999,1841.8647916355965
3290.0,-3834.245191387427,-5451.965025845342,2159.8073486205017,-2481.094636784045,-5600.213983804218,3400.5634868198863,1841.865893988697
3295.0,-3808.985897611887,-5458.834393095506,2186.931833343311,-2451.432460678619,-5599.090927397337,3423.8032541615044,1841.8670259224755
3300.0,-3783.6162474047305,-5465.5456034226145,2213.992956844853,-2421.6992423814345,-5597.805610065572,3446.943800130295,1841.868187435546
3305.0,-3758.1369750823615,-5472.098461359892,2240.989934677254,-2391.8958429296868,-5596.35806760654,3469.984453222948,1841.8693785243722
3310.0,-3732.548818138126,-5478.492776013368,2267.921984235802,-2362.0231254048526,-5594.748340508126,3492.924544811798,1841.8705991832762
3315.0,-3706.852517221199,-5484.728361067495,2294.788324781502,-2332.0819549079065,-5592.976473947496,3515.7634091641994,1841.8718494044645
3320.0,-3681.0488161153753,-5490.805034790614,2321.588177463557,-2302.0731985345483,-5591.042517789967,3538.5003834617446,1841.8731291779695
3325.0,-3655.1384617177955,-5496.722620040306,2348.320765341794,-2271.997725350304,-5588.946526587742,3561.1348078194596,1841.8744384916943
3330.0,-3629.1222040175567,-5502.480944268604,2374.985313409047,-2241.856406365611,-5586.688559578512,3583.666025304888,1841.8757773313887
3335.0,-3603.0007960742455,-5508.079839527084,2401.5810486134883,-2211.6501145108323,-5584.268680683933,3606.0933819570982,1841.8771456806412
3340.0,-3576.774993996375,-5513.519142471811,2428.1071998808966,-2181.3797246111963,-5581.686958507958,3628.416226805626,1841.8785435208981
3345.0,-3550.445556919765,-5518.798694368168,2454.5629981368547,-2151.046113361733,-5578.943466335041,3650.6339118892906,1841.87997083145
3350.0,-3524.0132469857713,-5523.918341095553,2480.9476763289513,-2120.6501593020903,-5576.038282128208,3672.74579227497,1841.88142758941
3355.0,-3497.4788293195056,-5528.877933151933,2507.2604694488405,-2090.1927427913342,-5572.97148852699,3694.751226076275,1841.8829137697614
3360.0,-3470.8430720079036,-5533.677325658282,2533.50061455432,-2059.6747459827025,-5569.743172845231,3716.649574472124,1841.8844293453003
3365.0,-3444.1067460777426,-5538.316378362877,2559.6673507913115,-2029.0970527982665,-5566.353427068759,3738.4402017252623,1841.885974286673
3370.0,-3417.270625473579,-5542.794955645473,2585.7599194157847,-1998.4605489035794,-5562.802347852905,3760.122475200659,1841.887548562369
3375.0,-3390.3354870355647,-5547.11292652133,2611.7775638156463,-1967.7661216822553,-5559.09003651993,3781.6957653838485,1841.8891521386981
3380.0,-3363.3021104772242,-5551.2701646451305,2637.719529532544,-1937.0146602104924,-5555.216599056282,3803.159445899172,1841.8907849798231
3385.0,-3336.17127836312,-5555.266548314747,2663.5850642836235,-1906.2070552315638,-5551.182146109732,3824.5128935279185,1841.8924470477311
3390.0,-3308.9437760864434,-5559.101960474883,2689.373417983223,-1875.344199130243,-5546.986792986377,3845.755488226397,1841.8941383022427
3395.0,-3281.6203918465253,-5562.7762887205845,2715.083842764499,-1844.4269859071792,-5542.63065964752,3866.886613143919,1841.8958587010272
3400.0,-3254.2019166262726,-5566.289425300628,2740.7155930010076,-1813.4563111532432,-5538.113870706393,3887.9056546406673,1841.8976081995831
3405.0,-3226.6891441694943,-5569.641267120748,2766.267925328207,-1782.4330720238006,-5533.43655542477,3908.812002305506,1841.899386751243
3410.0,-3199.0828709581947,-5572.831715746767,2791.740098664902,-1751.35816721296,-5528.598847709439,3929.605048973679,1841.901194307184
3415.0,-3171.383896189742,-5575.860677407571,2817.1313742346315,-1720.2324969277631,-5523.6008861085365,3950.284190744426,1841.9030308164154
3420.0,-3143.593021753989,-5578.728062997952,2842.4410155869764,-1689.056962862328,-5518.442813807754,3970.848826998503,1841.9048962257962
3425.0,-3115.7110522102953,-5581.433788081339,2867.6682886188264,-1657.8324681719623,-5513.124778626416,3991.2983604156148,1841.9067904800131
3430.0,-3087.738794764496,-5583.977772892369,2892.812461595551,-1626.559917447217,-5507.646933013418,4011.632196991749,1841.9087135216091
3435.0,-3059.6770592457583,-5586.359942339341,2917.8728051721378,-1595.2402166878946,-5502.009434043029,4031.849746056426,1841.9106652909659
3440.0,-3031.5266580833995,-5588.580226006539,2942.8485924142337,-1563.874273277036,-5496.21244341058,4051.950420289846,1841.912645726318
3445.0,-3003.2884062836,-5590.63855815641,2967.7390988191437,-1532.4629959548472,-5490.256127427996,4071.9336357399425,1841.9146547637397
3450.0,-2974.963121406066,-5592.534877731624,2992.5436023367392,-1501.00729479259,-5484.140657019216,4091.7988118393487,1841.9166923371672
3455.0,-2946.5516235405935,-5594.269128356986,3017.261383390323,-1469.5080811664343,-5477.866207715469,4111.545371422265,1841.9187583783848
3460.0,-2918.054735283573,-5595.841258341221,3041.8917248974,-1437.966267731259,-5471.432959650419,4131.172740741232,1841.920852817044
3465.0,-2889.473281714431,-5597.251220678638,3066.4339122903953,-1406.3827683944453,-5464.841097555189,4150.680349483793,1841.9229755806516
3470.0,-2860.808090371962,-5598.498973050634,3090.8872335373017,-1374.7584982895899,-5458.090810753237,4170.067630789091,1841.9251265945763
3475.0,-2832.0599912306375,-5599.584477827093,3115.2509791622465,-1343.0943737502084,-5451.18229315511,4189.334021264339,1841.9273057820653
3480.0,-2803.229816676808,-5600.507702067628,3139.5244422659916,-1311.3913122834094,-5444.115743253074,4208.4789610012,1841.9295130642233
3485.0,-2774.318401484846,-5601.26861752271,3163.70691854637,-1279.6502325434933,-5436.891364115587,4227.501893592085,1841.9317483600416
3490.0,-2745.3265827932278,-5601.867200634646,3187.797706318632,-1247.872054305565,-5429.509363381675,4246.402266146334,1841.9340115863904
3495.0,-2716.255200080527,-5602.303432538434,3211.796106535737,-1216.0576984390727,-5421.969953255151,4265.179529306302,1841.9363026580227
3500.0,-2687.1050951413663,-5602.577299062482,3235.7014228085577,-1184.2080868813355,-5414.273350498712,4283.833137263356,1841.9386214875924
3505.0,-2657.877112062256,-5602.688790729188,3259.51296142603,-1152.3241426110314,-5406.4197764279015,4302.362547773753,1841.9409679856235
3510.0,-2628.5720971974433,-5602.6379027554,3283.230031375181,-1120.40678962166,-5398.4094569049585,4320.767222174435,1841.9433420605671
3515.0,-2599.190899144591,-5602.424635052726,3306.8519443611654,-1088.4569528949391,-5390.242622332499,4339.046625398726,1841.945743618765
3520.0,-2569.734368720485,-5602.0489922277175,3330.3780148271294,-1056.4755583742362,-5381.919507647115,4357.200225991899,1841.9481725644648
3525.0,-2540.2033589366333,-5601.510983581926,3353.8075599740628,-1024.4635329379134,-5373.440352312805,4375.227496126673,1841.9506287998404
3530.0,-2510.598724974796,-5600.810623111811,3377.1398997805554,-992.4218043726539,-5364.805400314288,4393.127911618598,1841.9531122249907
3535.0,-2480.9213241624607,-5599.947929508526,3400.374357022477,-960.3513013467848,-5356.014900150191,4410.900951941323,1841.9556227379303
3540.0,-2451.17201594826,-5598.922926157564,3423.5102572925684,-928.2529533835395,-5347.069104826108,4428.5461002417915,1841.9581602346236
3545.0,-2421.3516618773165,-5597.735641138281,3446.546929019983,-896.1276908343192,-5337.9682718475115,4446.062843355296,1841.9607246089618
3550.0,-2391.461125566542,-5596.386107223263,3469.4837034897005,-863.976444851917,-5328.712663212565,4463.4506718204575,1841.9633157527985
3555.0,-2361.501272679851,-5594.874361877585,3492.319914861917,-831.8001473637172,-5319.30254540478,4480.709079894086,1841.9659335559265
3560.0,-2331.4729709033368,-5593.200447257915,3515.0549001913087,-799.5997310448591,-5309.738189385551,4497.837565565946,1841.9685779061167
3565.0,-2301.3770899203723,-5591.364410211497,3537.6879994462456,-767.3761292913981,-5300.019870586571,4514.835630573406,1841.9712486891037
3570.0,-2271.214501386665,-5589.366302274998,3560.2185555279,-735.13027619344,-5290.147868902113,4531.702780415988,1841.973945788594
3575.0,-2240.9860789052364,-5587.206179673213,3582.6459142892945,-702.8631065082172,-5280.122468681168,4548.438524369815,1841.976669086292
3580.0,-2210.6926980013695,-5584.884103317652,3604.96942455425,-670.5755556332086,-5269.943958719488,4565.042375501943,1841.9794184618875
3585.0,-2180.335236097463,-5582.400138804974,3627.188438136263,-638.2685595791742,-5259.6126322514665,4581.513850684586,1841.982193793067
3590.0,-2149.9145724878754,-5579.754356415299,3649.3023098572844,-605.94305494321,-5249.12878694191,4597.852470609245,1841.9849949555369
3595.0,-2119.4315883136646,-5576.946831110394,3671.3103975664385,-573.5999788817634,-5238.492724877685,4614.05775980072,1841.9878218230162
3600.0,-2088.887166537313,-5573.977642531701,3693.2120621586305,-541.2402690836368,-5227.704752559218,4630.129246631015,1841.9906742672576
3605.0,-2058.282191917375,-5570.846874998255,3715.00666759308,-508.8648637429768,-5216.765180891889,4646.066463333134,1841.9935521580514
3610.0,-2027.6175509830766,-5567.5546175044565,3736.6935809117795,-476.474701532246,-5205.674325177294,4661.868946014766,1841.9964553632233
3615.0,-1996.894132008862,-5564.100963717709,3758.2721722578467,-444.0707215751634,-5194.432505104367,4677.536234671871,1841.99938374866
3620.0,-1966.1128249889018,-5560.486011975934,3779.7418148938004,-411.6538634196526,-5183.040044740385,4693.067873202132,1842.0023371783116
3625.0,-1935.2745216115234,-5556.7098652849445,3801.101885219755,-379.2250670107515,-5171.4972725218595,4708.463409418338,1842.0053155142075
3630.0,-1904.3801152336096,-5552.772631315674,3822.3517627915085,-346.78527266352734,-5159.804521245276,4723.72239506161,1842.0083186164554
3635.0,-1873.4305008549463,-5548.6744224013,3843.4908303385664,-314.3354210359622,-5147.962128057722,4738.844385814543,1842.011346343266
3640.0,-1842.426575092515,-5544.415355534206,3864.518473782051,-281.8764531018471,-5135.970434447399,4753.828941314231,1842.0143985509453
3645.0,-1811.3692361547376,-5539.995552362832,3885.4340822525432,-249.40931012363637,-5123.829786233985,4768.675625165183,1842.0174750939236
3650.0,-1780.2593838156765,-5535.415139188371,3906.237048107822,-216.9349336253147,-5111.540533558892,4783.384004952116,1842.0205758247514
3655.0,-1749.0979193891922,-5530.674246961352,3926.9267669505116,-184.45426536523314,-5099.103030875393,4797.953652252653,1842.0237005941344
3660.0,-1717.8857457030324,-5525.7730112780755,3947.5026376456526,-151.9682473089716,-5086.517636938622,4812.384142649878,1842.0268492508958
3665.0,-1686.623767072907,-5520.711572376925,3967.964062338162,-119.47782160213553,-5073.784714795445,4826.675055744825,1842.0300216420449
3670.0,-1655.3128892764958,-5515.490075134538,3988.310446470215,-86.98393054319773,-5060.90463177422,4840.825975168796,1842.0332176127517
3675.0,-1623.9540195274215,-5510.10866906185,4008.5411987985253,-54.48751655630835,-5047.877759474431,4854.836488595619,1842.0364370063735
3680.0,-1592.548066449176,-5504.5675083000115,4028.6557314115425,-21.98952216409538,-5034.70447375617,4868.706187753746,1842.0396796644645
3685.0,-1561.095940049003,-5498.86675161615,4048.6534597465456,10.509110039524593,-5021.38515472955,4882.43466843827,1842.042945426782
3690.0,-1529.5985516917453,-5493.006562399025,4068.533802606645,43.00743741655713,-5007.920186743943,4896.021530522806,1842.0462341313084
3695.0,-1498.0568140736314,-5486.98710865453,4088.2961821777,75.50451731213565,-4994.30995837712,4909.466377971265,1842.0495456142485
3700.0,-1466.4716411960599,-5480.808563001087,4107.940024045122,107.99940708173492,-4980.554862424271,4922.768818849514,1842.052879710068
3705.0,-1434.8439483392915,-5474.471102664877,4127.464757210607,140.49116411837758,-4966.6552958868915,4935.928465336908,1842.0562362514675
3710.0,-1403.1746520361567,-5467.974909474962,4146.869814108739,172.97884587986786,-4952.611659961548,4948.944933737723,1842.0596150694455
3715.0,-1371.4646700456829,-5461.320169858267,4166.154630623532,205.46150991598248,-4938.424360028542,4961.817844492452,1842.0630159932623
